"No.","Time","Source","Destination","Protocol","Length","Info"
"5045","92.484681","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166058 Ack=2576386 Win=65536 Len=66 TSval=1672577683 TSecr=1672577665"
"5047","92.517347","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166124 Ack=2577410 Win=65536 Len=66 TSval=1672577716 TSecr=1672577698"
"5049","92.548501","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166190 Ack=2578434 Win=65536 Len=66 TSval=1672577747 TSecr=1672577730"
"5051","92.580387","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166256 Ack=2579458 Win=65536 Len=66 TSval=1672577779 TSecr=1672577761"
"5053","92.612586","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166322 Ack=2580482 Win=65536 Len=66 TSval=1672577811 TSecr=1672577793"
"5055","92.644509","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166388 Ack=2581506 Win=65536 Len=66 TSval=1672577843 TSecr=1672577825"
"5057","92.676641","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166454 Ack=2582530 Win=65536 Len=66 TSval=1672577875 TSecr=1672577858"
"5059","92.707857","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166520 Ack=2583554 Win=65536 Len=66 TSval=1672577906 TSecr=1672577889"
"5061","92.740005","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166586 Ack=2584578 Win=65536 Len=66 TSval=1672577938 TSecr=1672577921"
"5063","92.772182","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166652 Ack=2585602 Win=65536 Len=66 TSval=1672577970 TSecr=1672577953"
"5065","92.804717","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166718 Ack=2586626 Win=65536 Len=66 TSval=1672578003 TSecr=1672577985"
"5067","92.839152","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166784 Ack=2587650 Win=65536 Len=66 TSval=1672578037 TSecr=1672578019"
"5069","92.873386","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166850 Ack=2588674 Win=65536 Len=66 TSval=1672578072 TSecr=1672578053"
"5071","92.906576","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166916 Ack=2589698 Win=65536 Len=66 TSval=1672578105 TSecr=1672578087"
"5073","92.940779","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=166982 Ack=2590722 Win=65536 Len=66 TSval=1672578139 TSecr=1672578121"
"5075","92.974511","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167048 Ack=2591746 Win=65536 Len=66 TSval=1672578173 TSecr=1672578155"
"5077","93.007909","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167114 Ack=2592770 Win=65536 Len=66 TSval=1672578206 TSecr=1672578189"
"5079","93.040351","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167180 Ack=2593794 Win=65536 Len=66 TSval=1672578239 TSecr=1672578222"
"5081","93.073515","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167246 Ack=2594818 Win=65536 Len=66 TSval=1672578272 TSecr=1672578254"
"5083","93.108001","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167312 Ack=2595842 Win=65536 Len=66 TSval=1672578306 TSecr=1672578288"
"5085","93.142229","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167378 Ack=2596866 Win=65536 Len=66 TSval=1672578340 TSecr=1672578322"
"5087","93.175477","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167444 Ack=2597890 Win=65536 Len=66 TSval=1672578374 TSecr=1672578356"
"5089","93.207381","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167510 Ack=2598914 Win=65536 Len=66 TSval=1672578406 TSecr=1672578388"
"5091","93.239883","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167576 Ack=2599938 Win=65536 Len=66 TSval=1672578438 TSecr=1672578421"
"5093","93.272026","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167642 Ack=2600962 Win=65536 Len=66 TSval=1672578470 TSecr=1672578453"
"5095","93.304457","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167708 Ack=2601986 Win=65536 Len=66 TSval=1672578503 TSecr=1672578486"
"5097","93.336918","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167774 Ack=2603010 Win=65536 Len=66 TSval=1672578535 TSecr=1672578517"
"5099","93.369074","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167840 Ack=2604034 Win=65536 Len=66 TSval=1672578567 TSecr=1672578550"
"5101","93.401730","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167906 Ack=2605058 Win=65536 Len=66 TSval=1672578600 TSecr=1672578582"
"5103","93.434779","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=167972 Ack=2606082 Win=65536 Len=66 TSval=1672578633 TSecr=1672578616"
"5105","93.466507","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168038 Ack=2607106 Win=65536 Len=66 TSval=1672578665 TSecr=1672578648"
"5107","93.499707","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168104 Ack=2608130 Win=65536 Len=66 TSval=1672578698 TSecr=1672578680"
"5109","93.532052","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168170 Ack=2609154 Win=65536 Len=66 TSval=1672578730 TSecr=1672578713"
"5111","93.564581","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168236 Ack=2610178 Win=65536 Len=66 TSval=1672578763 TSecr=1672578745"
"5113","93.596119","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168302 Ack=2611202 Win=65536 Len=66 TSval=1672578794 TSecr=1672578778"
"5115","93.629676","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168368 Ack=2612226 Win=65536 Len=66 TSval=1672578828 TSecr=1672578809"
"5117","93.662107","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168434 Ack=2613250 Win=65536 Len=66 TSval=1672578860 TSecr=1672578843"
"5119","93.694882","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168500 Ack=2614274 Win=65536 Len=66 TSval=1672578893 TSecr=1672578875"
"5121","93.725826","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168566 Ack=2615298 Win=65536 Len=66 TSval=1672578924 TSecr=1672578908"
"5123","93.758102","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168632 Ack=2616322 Win=65536 Len=66 TSval=1672578956 TSecr=1672578940"
"5125","93.789200","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168698 Ack=2617346 Win=65536 Len=66 TSval=1672578987 TSecr=1672578971"
"5127","93.821347","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168764 Ack=2618370 Win=65536 Len=66 TSval=1672579020 TSecr=1672579002"
"5129","93.853157","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168830 Ack=2619394 Win=65536 Len=66 TSval=1672579051 TSecr=1672579035"
"5131","93.886977","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168896 Ack=2620418 Win=65536 Len=66 TSval=1672579085 TSecr=1672579068"
"5133","93.918279","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=168962 Ack=2621442 Win=65536 Len=66 TSval=1672579116 TSecr=1672579100"
"5135","93.950885","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169028 Ack=2622466 Win=65536 Len=66 TSval=1672579149 TSecr=1672579132"
"5137","93.982246","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169094 Ack=2623490 Win=65536 Len=66 TSval=1672579180 TSecr=1672579164"
"5139","94.013794","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169160 Ack=2624514 Win=65536 Len=66 TSval=1672579212 TSecr=1672579195"
"5141","94.045866","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169226 Ack=2625538 Win=65536 Len=66 TSval=1672579244 TSecr=1672579227"
"5143","94.080132","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169292 Ack=2626562 Win=65536 Len=66 TSval=1672579278 TSecr=1672579260"
"5145","94.115058","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169358 Ack=2627586 Win=65536 Len=66 TSval=1672579313 TSecr=1672579295"
"5147","94.147977","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169424 Ack=2628610 Win=65536 Len=66 TSval=1672579346 TSecr=1672579329"
"5149","94.180609","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169490 Ack=2629634 Win=65536 Len=66 TSval=1672579379 TSecr=1672579362"
"5151","94.212556","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169556 Ack=2630658 Win=65536 Len=66 TSval=1672579411 TSecr=1672579394"
"5153","94.245089","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169622 Ack=2631682 Win=65536 Len=66 TSval=1672579443 TSecr=1672579426"
"5155","94.278355","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169688 Ack=2632706 Win=65536 Len=66 TSval=1672579477 TSecr=1672579458"
"5157","94.312382","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169754 Ack=2633730 Win=65536 Len=66 TSval=1672579511 TSecr=1672579492"
"5159","94.346125","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169820 Ack=2634754 Win=65536 Len=66 TSval=1672579544 TSecr=1672579526"
"5161","94.379314","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169886 Ack=2635778 Win=65536 Len=66 TSval=1672579577 TSecr=1672579560"
"5163","94.413979","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=169952 Ack=2636802 Win=65536 Len=66 TSval=1672579612 TSecr=1672579594"
"5165","94.446647","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170018 Ack=2637826 Win=65536 Len=66 TSval=1672579645 TSecr=1672579628"
"5167","94.480120","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170084 Ack=2638850 Win=65536 Len=66 TSval=1672579678 TSecr=1672579661"
"5169","94.514351","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170150 Ack=2639874 Win=65536 Len=66 TSval=1672579713 TSecr=1672579694"
"5171","94.547437","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170216 Ack=2640898 Win=65536 Len=66 TSval=1672579746 TSecr=1672579728"
"5173","94.581408","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170282 Ack=2641922 Win=65536 Len=66 TSval=1672579780 TSecr=1672579761"
"5175","94.613753","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170348 Ack=2642946 Win=65536 Len=66 TSval=1672579812 TSecr=1672579795"
"5177","94.645681","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170414 Ack=2643970 Win=65536 Len=66 TSval=1672579844 TSecr=1672579827"
"5179","94.678510","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170480 Ack=2644994 Win=65536 Len=66 TSval=1672579877 TSecr=1672579859"
"5181","94.710288","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170546 Ack=2646018 Win=65536 Len=66 TSval=1672579908 TSecr=1672579891"
"5183","94.742521","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170612 Ack=2647042 Win=65536 Len=66 TSval=1672579941 TSecr=1672579923"
"5185","94.773888","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170678 Ack=2648066 Win=65536 Len=66 TSval=1672579972 TSecr=1672579955"
"5187","94.805650","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170744 Ack=2649090 Win=65536 Len=66 TSval=1672580004 TSecr=1672579987"
"5189","94.840633","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170810 Ack=2650114 Win=65536 Len=66 TSval=1672580039 TSecr=1672580019"
"5191","94.873440","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170876 Ack=2651138 Win=65536 Len=66 TSval=1672580072 TSecr=1672580054"
"5193","94.907943","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=170942 Ack=2652162 Win=65536 Len=66 TSval=1672580106 TSecr=1672580089"
"5195","94.939681","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171008 Ack=2653186 Win=65536 Len=66 TSval=1672580138 TSecr=1672580121"
"5197","94.971645","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171074 Ack=2654210 Win=65536 Len=66 TSval=1672580170 TSecr=1672580153"
"5199","95.003776","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171140 Ack=2655234 Win=65536 Len=66 TSval=1672580202 TSecr=1672580185"
"5201","95.035714","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171206 Ack=2656258 Win=65536 Len=66 TSval=1672580234 TSecr=1672580217"
"5203","95.067503","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171272 Ack=2657282 Win=65536 Len=66 TSval=1672580266 TSecr=1672580249"
"5205","95.099426","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171338 Ack=2658306 Win=65536 Len=66 TSval=1672580298 TSecr=1672580281"
"5207","95.132069","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171404 Ack=2659330 Win=65536 Len=66 TSval=1672580330 TSecr=1672580313"
"5209","95.165151","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171470 Ack=2660354 Win=65536 Len=66 TSval=1672580363 TSecr=1672580346"
"5211","95.197742","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171536 Ack=2661378 Win=65536 Len=66 TSval=1672580396 TSecr=1672580379"
"5213","95.229390","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171602 Ack=2662402 Win=65536 Len=66 TSval=1672580428 TSecr=1672580411"
"5215","95.262632","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171668 Ack=2663426 Win=65536 Len=66 TSval=1672580461 TSecr=1672580444"
"5217","95.294665","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171734 Ack=2664450 Win=65536 Len=66 TSval=1672580493 TSecr=1672580476"
"5219","95.328482","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171800 Ack=2665474 Win=65536 Len=66 TSval=1672580527 TSecr=1672580509"
"5221","95.361882","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171866 Ack=2666498 Win=65536 Len=66 TSval=1672580560 TSecr=1672580542"
"5223","95.394565","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171932 Ack=2667522 Win=65536 Len=66 TSval=1672580593 TSecr=1672580576"
"5225","95.428315","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=171998 Ack=2668546 Win=65536 Len=66 TSval=1672580626 TSecr=1672580609"
"5227","95.460492","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172064 Ack=2669570 Win=65536 Len=66 TSval=1672580659 TSecr=1672580642"
"5229","95.493428","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172130 Ack=2670594 Win=65536 Len=66 TSval=1672580692 TSecr=1672580673"
"5231","95.526602","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172196 Ack=2671618 Win=65536 Len=66 TSval=1672580725 TSecr=1672580707"
"5233","95.557892","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172262 Ack=2672642 Win=65536 Len=66 TSval=1672580756 TSecr=1672580739"
"5235","95.589713","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172328 Ack=2673666 Win=65536 Len=66 TSval=1672580788 TSecr=1672580771"
"5237","95.621861","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172394 Ack=2674690 Win=65536 Len=66 TSval=1672580820 TSecr=1672580803"
"5239","95.654622","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172460 Ack=2675714 Win=65536 Len=66 TSval=1672580853 TSecr=1672580835"
"5241","95.686716","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172526 Ack=2676738 Win=65536 Len=66 TSval=1672580885 TSecr=1672580868"
"5243","95.719978","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172592 Ack=2677762 Win=65536 Len=66 TSval=1672580918 TSecr=1672580900"
"5245","95.753938","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172658 Ack=2678786 Win=65536 Len=66 TSval=1672580952 TSecr=1672580934"
"5247","95.787047","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172724 Ack=2679810 Win=65536 Len=66 TSval=1672580985 TSecr=1672580968"
"5249","95.820194","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172790 Ack=2680834 Win=65536 Len=66 TSval=1672581018 TSecr=1672581001"
"5251","95.854568","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172856 Ack=2681858 Win=65536 Len=66 TSval=1672581053 TSecr=1672581035"
"5253","95.889427","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172922 Ack=2682882 Win=65536 Len=66 TSval=1672581088 TSecr=1672581070"
"5255","95.923297","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=172988 Ack=2683906 Win=65536 Len=66 TSval=1672581121 TSecr=1672581104"
"5257","95.956662","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173054 Ack=2684930 Win=65536 Len=66 TSval=1672581155 TSecr=1672581137"
"5259","95.989399","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173120 Ack=2685954 Win=65536 Len=66 TSval=1672581188 TSecr=1672581170"
"5261","96.021107","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173186 Ack=2686978 Win=65536 Len=66 TSval=1672581219 TSecr=1672581202"
"5263","96.053460","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173252 Ack=2688002 Win=65536 Len=66 TSval=1672581252 TSecr=1672581235"
"5265","96.086256","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173318 Ack=2689026 Win=65536 Len=66 TSval=1672581284 TSecr=1672581266"
"5267","96.118769","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173384 Ack=2690050 Win=65536 Len=66 TSval=1672581317 TSecr=1672581299"
"5269","96.150999","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173450 Ack=2691074 Win=65536 Len=66 TSval=1672581349 TSecr=1672581332"
"5271","96.182657","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173516 Ack=2692098 Win=65536 Len=66 TSval=1672581381 TSecr=1672581364"
"5273","96.215640","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173582 Ack=2693122 Win=65536 Len=66 TSval=1672581414 TSecr=1672581396"
"5275","96.249874","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173648 Ack=2694146 Win=65536 Len=66 TSval=1672581448 TSecr=1672581430"
"5277","96.284595","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173714 Ack=2695170 Win=65536 Len=66 TSval=1672581483 TSecr=1672581464"
"5279","96.317792","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173780 Ack=2696194 Win=65536 Len=66 TSval=1672581516 TSecr=1672581498"
"5281","96.350536","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173846 Ack=2697218 Win=65536 Len=66 TSval=1672581549 TSecr=1672581532"
"5283","96.382767","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173912 Ack=2698242 Win=65536 Len=66 TSval=1672581581 TSecr=1672581564"
"5285","96.415839","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=173978 Ack=2699266 Win=65536 Len=66 TSval=1672581614 TSecr=1672581597"
"5287","96.448463","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174044 Ack=2700290 Win=65536 Len=66 TSval=1672581647 TSecr=1672581629"
"5289","96.481266","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174110 Ack=2701314 Win=65536 Len=66 TSval=1672581679 TSecr=1672581662"
"5291","96.513199","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174176 Ack=2702338 Win=65536 Len=66 TSval=1672581711 TSecr=1672581694"
"5293","96.545174","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174242 Ack=2703362 Win=65536 Len=66 TSval=1672581743 TSecr=1672581726"
"5295","96.576116","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174308 Ack=2704386 Win=65536 Len=66 TSval=1672581774 TSecr=1672581758"
"5297","96.607284","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174374 Ack=2705410 Win=65536 Len=66 TSval=1672581805 TSecr=1672581789"
"5299","96.638710","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174440 Ack=2706434 Win=65536 Len=66 TSval=1672581837 TSecr=1672581820"
"5301","96.670334","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174506 Ack=2707458 Win=65536 Len=66 TSval=1672581869 TSecr=1672581852"
"5303","96.702491","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174572 Ack=2708482 Win=65536 Len=66 TSval=1672581901 TSecr=1672581884"
"5305","96.733970","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174638 Ack=2709506 Win=65536 Len=66 TSval=1672581932 TSecr=1672581915"
"5307","96.767003","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174704 Ack=2710530 Win=65536 Len=66 TSval=1672581965 TSecr=1672581948"
"5309","96.798942","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174770 Ack=2711554 Win=65536 Len=66 TSval=1672581997 TSecr=1672581981"
"5311","96.831439","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174836 Ack=2712578 Win=65536 Len=66 TSval=1672582030 TSecr=1672582012"
"5313","96.863925","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174902 Ack=2713602 Win=65536 Len=66 TSval=1672582062 TSecr=1672582045"
"5315","96.896254","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=174968 Ack=2714626 Win=65536 Len=66 TSval=1672582094 TSecr=1672582077"
"5317","96.928879","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175034 Ack=2715650 Win=65536 Len=66 TSval=1672582127 TSecr=1672582109"
"5319","96.960867","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175100 Ack=2716674 Win=65536 Len=66 TSval=1672582159 TSecr=1672582142"
"5321","96.992740","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175166 Ack=2717698 Win=65536 Len=66 TSval=1672582191 TSecr=1672582173"
"5323","97.024787","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175232 Ack=2718722 Win=65536 Len=66 TSval=1672582223 TSecr=1672582205"
"5325","97.056728","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175298 Ack=2719746 Win=65536 Len=66 TSval=1672582255 TSecr=1672582238"
"5327","97.089179","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175364 Ack=2720770 Win=65536 Len=66 TSval=1672582287 TSecr=1672582270"
"5329","97.120617","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175430 Ack=2721794 Win=65536 Len=66 TSval=1672582319 TSecr=1672582302"
"5331","97.153060","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175496 Ack=2722818 Win=65536 Len=66 TSval=1672582351 TSecr=1672582334"
"5333","97.186069","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175562 Ack=2723842 Win=65536 Len=66 TSval=1672582384 TSecr=1672582366"
"5335","97.218308","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175628 Ack=2724866 Win=65536 Len=66 TSval=1672582416 TSecr=1672582399"
"5337","97.251941","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175694 Ack=2725890 Win=65536 Len=66 TSval=1672582450 TSecr=1672582432"
"5339","97.284583","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=175760 Ack=2726914 Win=65536 Len=66 TSval=1672582483 TSecr=1672582465"
